Ti,Fe,Al,V,Zr,Cr,Sn ,Nb,H ,N,O,C,Mo,Si,Microstructure,Temperature (K),Strain Rate,Strain,Flow Stress
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.1833,74
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.1399,72
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.0964,71
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.0530,72
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,-0.0096,71
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.0339,69
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.0773,66
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.1208,64
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.1642,63
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.2076,61
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.2511,61
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.2945,60
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.3380,58
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.3814,58
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,-0.021,0.4248,58
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,-0.3136,48
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,-0.2702,51
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,-0.2268,54
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,-0.1833,56
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,-0.1399,57
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,-0.0964,56
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,-0.0530,55
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,-0.0096,53
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,0.0339,52
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,0.0773,50
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,0.1208,49
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,0.1642,46
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,0.2076,45
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,0.2511,43
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,0.2945,42
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,0.3380,39
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,0.3814,39
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,-0.021,0.4248,39
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,-0.3136,37
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,-0.2702,40
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,-0.2268,41
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,-0.1833,40
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,-0.1399,40
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,-0.0964,40
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,-0.0530,42
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,-0.0096,42
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,0.0339,42
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,0.0773,42
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,0.1208,42
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,0.1642,40
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,0.2076,39
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,0.2511,39
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,0.2945,37
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,0.3380,35
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,0.3814,34
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,-0.021,0.4248,34
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,-0.3136,37
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,-0.2702,40
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,-0.2268,41
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,-0.1833,40
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,-0.1399,40
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,-0.0964,40
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,-0.0530,42
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,-0.0096,42
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,0.0339,42
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,0.0773,42
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,0.1208,42
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,0.1642,42
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,0.2076,40
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,0.2511,39
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,0.2945,37
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,0.3380,35
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,0.3814,34
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.193,-0.021,0.4248,34
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,-0.3136,28
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,-0.2702,31
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,-0.2268,30
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,-0.1833,31
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,-0.1399,31
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,-0.0964,31
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,-0.0530,31
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,-0.0096,31
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,0.0339,31
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,0.0773,30
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,0.1208,30
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,0.1642,30
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,0.2076,30
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,0.2511,28
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,0.2945,28
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,0.3380,27
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,0.3814,26
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.297,-0.021,0.4248,25
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,-0.3136,188
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,-0.2702,307
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,-0.2268,335
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,-0.1833,340
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,-0.1399,338
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,-0.0964,337
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,-0.0530,329
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,-0.0096,322
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,0.0339,315
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,0.0773,307
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,0.1208,299
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,0.1642,291
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,0.2076,285
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,0.2511,278
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,0.2945,272
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,0.3380,267
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,0.3814,261
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.224,0.168,0.4248,256
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,-0.3136,169
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,-0.2702,230
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,-0.2268,249
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,-0.1833,256
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,-0.1399,259
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,-0.0964,260
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,-0.0530,259
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,-0.0096,256
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,0.0339,252
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,0.0773,248
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,0.1208,243
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,0.1642,237
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,0.2076,232
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,0.2511,227
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,0.2945,223
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,0.3380,218
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,0.3814,213
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.119,0.168,0.4248,208
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,-0.3136,147
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,-0.2702,174
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,-0.2268,181
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,-0.1833,179
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,-0.1399,178
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,-0.0964,177
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,-0.0530,176
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,-0.0096,174
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,0.0339,171
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,0.0773,168
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,0.1208,165
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,0.1642,162
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,0.2076,159
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,0.2511,157
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,0.2945,155
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,0.3380,152
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,0.3814,151
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,-0.015,0.168,0.4248,149
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,0.168,-0.3136,77
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,0.168,-0.2702,81
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,0.168,-0.2268,84
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,0.168,-0.1833,84
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,0.168,-0.1399,85
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,0.168,-0.0964,85
0.160,-0.155,0.045,-0.129,0.185,-0.123,-0.1420,-0.0304,-0.0556,-0.060,-0.204,-0.1143,-0.101,-0.0860,-0.569,0.089,0.168,-0.0530,84
